customer_id,gender,age,city,signup_date,order_id,order_date,restaurant_name,dish_name,category,quantity,price,payment_method,order_frequency,last_order_date,loyalty_points,churned,rating,rating_date,delivery_status,normalized_price
C5681,Other,Adult,Islamabad,11/25/2024,O9681,2023-08-25,Subway,Pizza,Continental,1,1285.18,Cash,10,2025-04-09,196,Inactive,2,6/10/2025,Delayed,0.8465544957667989
C4975,Female,Teenager,Karachi,6/20/2025,O8975,2023-08-25,Burger King,Burger,Dessert,1,673.86,Wallet,38,2025-07-07,439,Inactive,2,7/9/2025,Delivered,0.4097881613260458
C2876,Female,Senior,Islamabad,12/30/2024,O6876,2023-08-25,KFC,Burger,Chinese,2,330.93,Cash,45,2025-07-17,455,Active,2,11/28/2024,Cancelled,0.1647769085128425
C6144,Other,Teenager,Peshawar,8/5/2024,O10144,2023-08-25,Subway,Pasta,Fast Food,2,991.17,Wallet,6,2025-04-22,101,Active,2,3/27/2025,Cancelled,0.636494837995213
C5092,Female,Adult,Lahore,10/5/2023,O9092,2023-08-25,Subway,Pasta,Chinese,1,1485.16,Card,46,2025-04-24,171,Inactive,3,8/5/2025,Delayed,0.9894330725538528
C2747,Female,Adult,Lahore,8/30/2024,O6747,2023-08-25,Subway,Sandwich,Italian,2,802.12,Wallet,22,2024-09-15,32,Inactive,4,6/11/2025,Cancelled,0.5014253563390847
C3406,Female,Teenager,Lahore,2/25/2024,O7406,2023-08-25,Pizza Hut,Sandwich,Italian,1,1394.47,Cash,13,2025-06-16,273,Inactive,2,7/20/2025,Delayed,0.924638302432751
C2975,Male,Teenager,Multan,9/28/2024,O6975,2023-08-25,Pizza Hut,Pizza,Italian,3,1287.69,Wallet,49,2025-06-05,35,Active,4,11/10/2024,Delivered,0.8483478012360233
C5497,Other,Adult,Lahore,1/26/2025,O9497,2023-08-25,Burger King,Pasta,Continental,5,785.37,Card,49,2024-10-21,463,Active,2,5/19/2025,Delivered,0.4894580788054156
C2748,Other,Teenager,Karachi,7/7/2024,O6748,2023-08-25,Pizza Hut,Fries,Dessert,2,1304.8,Cash,2,2024-12-01,435,Inactive,1,11/29/2024,Cancelled,0.8605722859286249
C1929,Female,Teenager,Peshawar,11/27/2023,O5929,2023-08-26,KFC,Fries,Continental,1,599.7,Wallet,35,2025-06-26,172,Active,4,11/10/2024,Delayed,0.3568034865859322
C5124,Male,Adult,Lahore,5/25/2025,O9124,2023-08-26,McDonald's,Burger,Continental,3,1065.15,Cash,38,2024-12-13,250,Inactive,2,4/18/2025,Cancelled,0.6893509091558604
C6250,Male,Teenager,Lahore,6/29/2024,O10250,2023-08-26,McDonald's,Pasta,Chinese,5,576.33,Card,7,2025-05-03,60,Active,3,6/3/2025,Cancelled,0.34010645518522487
C1351,Female,Adult,Karachi,6/16/2024,O5351,2023-08-26,KFC,Fries,Chinese,3,761.47,Card,3,2025-01-08,240,Inactive,2,11/29/2024,Delivered,0.4723823813096131
C5795,Female,Senior,Islamabad,11/7/2023,O9795,2023-08-26,KFC,Pizza,Italian,5,1267.2,Card,32,2024-11-10,72,Active,5,10/21/2024,Delayed,0.8337084271067766
C5513,Male,Teenager,Islamabad,7/20/2025,O9513,2023-08-26,KFC,Pizza,Continental,3,1044.89,Card,31,2024-09-15,496,Inactive,2,12/27/2024,Delayed,0.6748758618225985
C6362,Female,Senior,Islamabad,11/22/2023,O10362,2023-08-26,Burger King,Pizza,Chinese,4,343.52,Card,34,2024-09-29,164,Active,3,1/25/2025,Delivered,0.17377201443217946
C6340,Male,Senior,Multan,7/7/2025,O10340,2023-08-26,Burger King,Sandwich,Continental,2,209.77,Cash,16,2024-11-20,453,Active,3,9/4/2024,Cancelled,0.0782124102454185
C5444,Other,Teenager,Peshawar,7/2/2025,O9444,2023-08-26,Subway,Pasta,Chinese,3,1052.17,Cash,12,2025-04-21,14,Inactive,3,2/8/2025,Delayed,0.6800771621476798
C1454,Female,Adult,Islamabad,7/1/2025,O5454,2023-08-26,McDonald's,Pizza,Italian,2,1030.25,Wallet,5,2025-06-26,273,Active,1,2/5/2025,Cancelled,0.6644161040260065
C4748,Other,Adult,Peshawar,3/10/2024,O8748,2023-08-26,Subway,Sandwich,Italian,5,909.48,Wallet,3,2025-07-28,224,Inactive,3,5/25/2025,Cancelled,0.5781302468474261
C2827,Male,Teenager,Multan,3/5/2025,O6827,2023-08-26,Pizza Hut,Sandwich,Italian,3,192.88,Wallet,26,2025-06-03,18,Active,3,1/13/2025,Cancelled,0.06614510770549781
C3338,Female,Senior,Lahore,12/4/2023,O7338,2023-08-26,McDonald's,Burger,Chinese,2,1471.81,Wallet,25,2024-12-27,444,Active,3,6/14/2025,Delivered,0.9798949737434358
C1614,Other,Adult,Lahore,12/31/2023,O5614,2023-08-26,Subway,Pizza,Italian,1,956.03,Card,39,2025-04-19,167,Inactive,5,1/4/2025,Delivered,0.6113885614260708
C4382,Male,Senior,Multan,1/20/2025,O8382,2023-08-27,Pizza Hut,Pizza,Dessert,3,222.14,Wallet,4,2025-03-25,148,Inactive,2,1/1/2025,Delayed,0.08705033401207443
C1827,Other,Adult,Lahore,5/24/2024,O5827,2023-08-27,Burger King,Pasta,Italian,2,522.0,Cash,12,2025-03-30,246,Inactive,3,9/20/2024,Delayed,0.3012896081163148
C5009,Male,Teenager,Islamabad,3/25/2024,O9009,2023-08-27,Pizza Hut,Pizza,Italian,3,795.3,Card,15,2025-06-02,179,Inactive,4,1/13/2025,Delayed,0.49655270960597286
C3152,Other,Teenager,Multan,2/26/2024,O7152,2023-08-27,Subway,Burger,Chinese,3,768.49,Wallet,40,2024-12-23,495,Inactive,5,1/6/2025,Delivered,0.4773979209087986
C4729,Female,Teenager,Multan,7/18/2025,O8729,2023-08-27,KFC,Fries,Chinese,2,198.12,Card,7,2025-01-31,13,Inactive,3,6/27/2025,Cancelled,0.06988890079662774
C5046,Other,Teenager,Islamabad,8/15/2024,O9046,2023-08-27,KFC,Fries,Chinese,1,196.28,Card,22,2025-08-17,378,Inactive,4,3/4/2025,Delivered,0.06857428642875005
C3588,Other,Teenager,Lahore,1/7/2024,O7588,2023-08-27,Subway,Burger,Continental,1,364.91,Card,1,2025-05-06,98,Active,5,8/18/2025,Delayed,0.18905440645875757
C3247,Female,Senior,Multan,11/27/2023,O7247,2023-08-27,McDonald's,Sandwich,Italian,5,275.53,Cash,7,2024-12-06,138,Active,2,6/22/2025,Delivered,0.1251955846104383
C2454,Other,Teenager,Karachi,12/4/2023,O6454,2023-08-27,KFC,Pizza,Italian,1,249.9,Cash,20,2025-03-22,70,Inactive,1,7/20/2025,Delayed,0.10688386382309864
C4046,Other,Adult,Karachi,11/10/2024,O8046,2023-08-27,Subway,Sandwich,Continental,4,1226.08,Cash,32,2025-02-06,372,Active,4,6/18/2025,Delivered,0.8043296538420318
C6194,Female,Adult,Lahore,10/9/2023,O10194,2023-08-28,Subway,Fries,Continental,3,1120.65,Card,46,2024-12-02,453,Active,4,8/19/2025,Cancelled,0.7290036794913014
C5845,Other,Senior,Multan,11/7/2024,O9845,2023-08-28,Subway,Sandwich,Fast Food,3,1056.2,Card,26,2024-10-14,116,Active,5,2/16/2025,Cancelled,0.6829564533990641
C6804,Female,Adult,Peshawar,1/16/2025,O10804,2023-08-28,Burger King,Burger,Continental,3,931.02,Wallet,30,2025-07-10,211,Inactive,3,3/18/2025,Delayed,0.5935198085235593
C1490,Other,Senior,Lahore,12/2/2024,O5490,2023-08-28,Pizza Hut,Pizza,Fast Food,2,1431.45,Wallet,15,2025-05-04,190,Inactive,4,10/8/2024,Cancelled,0.9510591933697711
C4203,Male,Adult,Multan,4/17/2024,O8203,2023-08-28,KFC,Pizza,Italian,5,167.62,Card,13,2024-09-08,388,Active,4,11/7/2024,Delivered,0.048097738720394384
C6818,Male,Adult,Islamabad,10/22/2024,O10818,2023-08-28,Subway,Pasta,Chinese,2,118.82,Card,12,2025-05-10,87,Active,1,9/14/2024,Cancelled,0.013231879398421034
C2583,Female,Adult,Karachi,8/10/2024,O6583,2023-08-29,Pizza Hut,Pasta,Fast Food,1,492.46,Cash,10,2025-01-16,383,Active,1,9/9/2024,Delivered,0.280184331797235
C1891,Male,Teenager,Multan,11/28/2023,O5891,2023-08-29,Pizza Hut,Pasta,Chinese,5,1275.96,Card,28,2024-11-09,312,Inactive,2,12/29/2024,Delivered,0.839967134640803
C1972,Male,Teenager,Multan,6/3/2024,O5972,2023-08-29,McDonald's,Sandwich,Chinese,1,1462.99,Wallet,36,2025-03-26,316,Inactive,4,11/30/2024,Cancelled,0.9735933983495874
C5895,Female,Adult,Karachi,2/19/2025,O9895,2023-08-29,McDonald's,Pasta,Chinese,2,1221.24,Cash,13,2025-02-12,286,Active,4,3/15/2025,Cancelled,0.8008716464830493
C5179,Male,Adult,Multan,9/3/2023,O9179,2023-08-29,McDonald's,Pasta,Fast Food,1,1033.71,Card,47,2024-08-30,4,Active,2,12/24/2024,Delivered,0.6668881506090808
C3147,Female,Adult,Islamabad,10/30/2024,O7147,2023-08-30,Burger King,Pizza,Continental,4,299.44,Cash,27,2025-02-06,480,Inactive,3,12/1/2024,Delivered,0.14227842674954452
C3256,Other,Senior,Islamabad,7/6/2024,O7256,2023-08-30,Pizza Hut,Pasta,Dessert,3,1310.72,Wallet,41,2025-08-07,47,Active,3,11/20/2024,Cancelled,0.8648019147644054
C3011,Male,Teenager,Islamabad,7/19/2025,O7011,2023-08-30,KFC,Pizza,Italian,4,343.94,Cash,20,2025-01-27,389,Active,3,11/20/2024,Cancelled,0.17407208945093416
C2727,Other,Senior,Karachi,11/27/2024,O6727,2023-08-30,Subway,Pizza,Continental,1,1416.38,Wallet,27,2024-11-05,25,Inactive,3,6/28/2025,Cancelled,0.9402922159111206
C5922,Other,Adult,Islamabad,8/3/2024,O9922,2023-08-30,Pizza Hut,Fries,Dessert,3,622.55,Cash,32,2024-08-26,92,Active,3,5/15/2025,Delayed,0.373128996534848
C3797,Other,Teenager,Islamabad,5/8/2024,O7797,2023-08-30,Burger King,Burger,Chinese,3,266.63,Wallet,13,2024-09-14,429,Active,2,5/25/2025,Cancelled,0.1188368520701604
C5286,Other,Adult,Peshawar,3/9/2025,O9286,2023-08-30,KFC,Fries,Continental,4,1052.03,Cash,44,2025-04-16,107,Inactive,4,3/12/2025,Delivered,0.6799771371414282
C3379,Other,Adult,Peshawar,12/19/2023,O7379,2023-08-30,McDonald's,Burger,Italian,3,519.94,Card,30,2024-10-08,195,Active,1,2/8/2025,Delivered,0.29981781159575616
C4465,Female,Adult,Islamabad,1/22/2025,O8465,2023-08-30,Burger King,Pizza,Italian,2,1296.57,Card,16,2024-12-13,31,Inactive,3,3/13/2025,Cancelled,0.8546922444896937
C4554,Other,Teenager,Lahore,6/20/2024,O8554,2023-08-31,Subway,Sandwich,Continental,5,575.25,Card,8,2025-04-15,168,Active,1,5/6/2025,Cancelled,0.3393348337084271
C1842,Female,Teenager,Lahore,4/27/2025,O5842,2023-08-31,Pizza Hut,Pasta,Dessert,3,1487.08,Cash,2,2024-09-17,205,Active,5,9/13/2024,Delivered,0.9908048440681597
C1557,Female,Teenager,Peshawar,1/11/2024,O5557,2023-08-31,Burger King,Pizza,Chinese,1,1071.22,Cash,5,2025-06-15,56,Inactive,5,10/11/2024,Delivered,0.693687707641196
C6668,Other,Senior,Lahore,10/14/2024,O10668,2023-08-31,Pizza Hut,Burger,Fast Food,2,181.27,Cash,12,2024-08-28,364,Inactive,5,11/20/2024,Cancelled,0.05785017682992177
C6686,Female,Senior,Peshawar,8/11/2024,O10686,2023-08-31,KFC,Burger,Fast Food,1,397.47,Wallet,5,2025-04-12,180,Active,1,6/10/2025,Cancelled,0.21231736505554963
C3239,Female,Senior,Lahore,9/13/2023,O7239,2023-08-31,Pizza Hut,Fries,Chinese,5,1475.86,Card,13,2025-07-13,59,Active,4,2/9/2025,Cancelled,0.9827885542814273
C1207,Other,Teenager,Peshawar,9/23/2023,O5207,2023-08-31,McDonald's,Pizza,Italian,4,1143.99,Wallet,26,2024-09-26,323,Inactive,4,3/24/2025,Delivered,0.7456792769620976
C6466,Other,Senior,Islamabad,2/14/2024,O10466,2023-08-31,KFC,Fries,Chinese,1,1492.84,Wallet,50,2025-03-28,423,Active,1,2/9/2025,Cancelled,0.9949201586110813
C6687,Other,Adult,Islamabad,6/10/2025,O10687,2023-09-01,KFC,Pasta,Italian,3,101.29,Wallet,28,2025-01-17,468,Inactive,3,2/7/2025,Delivered,0.0007073196870646392
C3210,Other,Teenager,Karachi,6/5/2025,O7210,2023-09-01,Burger King,Pasta,Fast Food,2,528.24,Cash,24,2025-02-08,149,Inactive,4,8/24/2024,Delayed,0.30574786553781297
C2375,Female,Teenager,Peshawar,11/17/2023,O6375,2023-09-01,McDonald's,Burger,Continental,3,716.53,Card,3,2025-02-20,432,Inactive,1,9/17/2024,Cancelled,0.4402743543028613
C3484,Male,Senior,Peshawar,8/2/2025,O7484,2023-09-01,Subway,Pasta,Fast Food,3,1135.18,Cash,2,2024-10-01,113,Active,2,11/29/2024,Cancelled,0.7393848462115529
C3775,Other,Adult,Multan,12/29/2024,O7775,2023-09-01,Burger King,Fries,Chinese,2,388.86,Cash,31,2024-09-01,39,Inactive,3,10/5/2024,Cancelled,0.20616582717107848
C5566,Other,Teenager,Islamabad,3/25/2024,O9566,2023-09-01,Subway,Pasta,Dessert,5,362.35,Cash,23,2025-02-28,309,Active,5,1/3/2025,Delayed,0.1872253777730147
C3733,Male,Adult,Multan,12/18/2024,O7733,2023-09-01,Burger King,Sandwich,Continental,4,172.76,Wallet,23,2025-05-18,356,Inactive,5,1/25/2025,Delivered,0.05177008537848747
C5134,Male,Senior,Lahore,5/2/2025,O9134,2023-09-02,Burger King,Sandwich,Chinese,3,184.12,Card,41,2025-02-23,491,Inactive,4,2/2/2025,Cancelled,0.059886400171471454
C4670,Other,Adult,Peshawar,8/23/2024,O8670,2023-09-02,Pizza Hut,Fries,Italian,3,124.6,Card,26,2025-05-06,297,Inactive,2,11/28/2024,Cancelled,0.01736148322794985
C2760,Other,Teenager,Lahore,7/26/2025,O6760,2023-09-02,McDonald's,Pizza,Dessert,4,664.08,Cash,20,2025-04-10,354,Inactive,3,4/9/2025,Cancelled,0.40280070017504377
C6071,Female,Senior,Peshawar,1/23/2024,O10071,2023-09-02,Pizza Hut,Pizza,Continental,1,1465.02,Card,45,2025-07-04,420,Active,1,2/20/2025,Delivered,0.975043760940235
C5186,Female,Adult,Peshawar,10/27/2023,O9186,2023-09-02,Subway,Pizza,Continental,2,158.21,Cash,8,2024-12-27,321,Active,3,2/12/2025,Delayed,0.04137462937162863
C3464,Other,Adult,Peshawar,6/11/2024,O7464,2023-09-02,Pizza Hut,Pizza,Continental,2,949.78,Card,46,2025-04-14,435,Active,1,8/14/2025,Cancelled,0.6069231593612688
C5340,Male,Teenager,Peshawar,5/9/2024,O9340,2023-09-02,McDonald's,Pasta,Continental,1,1047.07,Wallet,50,2025-01-29,328,Inactive,2,9/1/2024,Delayed,0.6764333940628013
C5353,Male,Adult,Islamabad,5/25/2025,O9353,2023-09-02,KFC,Pizza,Dessert,2,1491.88,Cash,44,2025-03-12,330,Active,5,9/7/2024,Delayed,0.9942342728539278
C6843,Other,Senior,Multan,4/10/2025,O10843,2023-09-02,KFC,Pizza,Italian,4,1014.28,Card,41,2025-07-22,0,Active,1,1/23/2025,Delivered,0.6530061086700246
C5132,Male,Teenager,Lahore,9/13/2024,O9132,2023-09-02,Subway,Burger,Fast Food,2,941.02,Wallet,5,2025-07-18,468,Active,1,2/27/2025,Delivered,0.6006644518272425
C2398,Other,Senior,Islamabad,12/29/2023,O6398,2023-09-03,Subway,Pasta,Chinese,1,1187.79,Cash,41,2025-07-05,22,Inactive,2,12/13/2024,Cancelled,0.7769728146322294
C5122,Other,Senior,Multan,3/30/2025,O9122,2023-09-03,McDonald's,Pizza,Chinese,3,1201.49,Cash,37,2025-04-30,293,Active,1,11/30/2024,Delayed,0.7867609759582752
C6532,Female,Senior,Islamabad,3/15/2024,O10532,2023-09-03,Pizza Hut,Pizza,Dessert,4,579.72,Wallet,40,2025-07-14,170,Inactive,3,2/6/2025,Delayed,0.34252848926517343
C1833,Other,Adult,Peshawar,6/6/2025,O5833,2023-09-03,KFC,Burger,Chinese,4,599.35,Cash,3,2025-04-08,322,Inactive,2,1/15/2025,Cancelled,0.3565534240703033
C2040,Male,Senior,Peshawar,2/7/2024,O6040,2023-09-03,Burger King,Pasta,Fast Food,4,1418.27,Wallet,14,2025-05-18,291,Inactive,3,2/10/2025,Cancelled,0.9416425534955167
C2631,Female,Adult,Lahore,11/8/2024,O6631,2023-09-03,Subway,Pasta,Continental,2,1174.62,Card,50,2025-02-11,64,Active,5,3/24/2025,Cancelled,0.7675633194012788
C3877,Other,Teenager,Islamabad,10/22/2024,O7877,2023-09-03,KFC,Fries,Continental,4,213.52,Cash,50,2025-01-22,24,Active,3,12/14/2024,Cancelled,0.08089165148429966
C4158,Male,Senior,Islamabad,4/27/2024,O8158,2023-09-04,KFC,Fries,Chinese,3,566.9,Wallet,22,2025-03-27,387,Active,3,2/22/2025,Cancelled,0.3333690565498517
C3705,Other,Teenager,Lahore,5/15/2024,O7705,2023-09-04,Burger King,Pasta,Italian,3,881.71,Wallet,16,2025-06-25,26,Active,2,11/20/2024,Cancelled,0.5582895723930983
C5223,Other,Adult,Multan,11/1/2023,O9223,2023-09-04,Subway,Fries,Chinese,3,1142.45,Wallet,9,2024-09-08,397,Inactive,1,3/20/2025,Delayed,0.7445790018933305
C4259,Male,Teenager,Islamabad,12/28/2024,O8259,2023-09-04,McDonald's,Fries,Continental,3,734.85,Card,48,2024-09-21,245,Active,4,10/17/2024,Delivered,0.4533633408352088
C4636,Female,Teenager,Lahore,1/27/2024,O8636,2023-09-04,Subway,Pasta,Fast Food,4,1303.08,Wallet,19,2025-07-09,62,Active,1,4/8/2025,Delayed,0.8593434072803914
C3087,Female,Adult,Peshawar,5/5/2025,O7087,2023-09-04,Subway,Pizza,Italian,2,526.39,Wallet,7,2025-06-22,83,Inactive,1,4/4/2025,Delayed,0.3044261065266316
C6268,Male,Teenager,Islamabad,2/11/2024,O10268,2023-09-04,Pizza Hut,Sandwich,Fast Food,3,897.81,Cash,15,2025-08-14,193,Active,5,6/19/2025,Cancelled,0.5697924481120279
C1434,Other,Senior,Multan,3/16/2024,O5434,2023-09-05,Subway,Burger,Chinese,4,949.24,Card,21,2025-06-15,264,Active,2,11/21/2024,Cancelled,0.60653734862287
C3992,Male,Teenager,Lahore,7/21/2024,O7992,2023-09-05,Subway,Fries,Italian,5,904.16,Card,10,2025-02-20,118,Inactive,4,2/3/2025,Delayed,0.5743292966098666
C4725,Other,Senior,Islamabad,12/10/2023,O8725,2023-09-05,Subway,Pizza,Continental,4,321.23,Wallet,32,2025-03-17,145,Inactive,2,6/6/2025,Delivered,0.15784660450826993
C3703,Other,Teenager,Multan,10/30/2024,O7703,2023-09-05,McDonald's,Fries,Fast Food,4,1071.49,Card,39,2025-06-04,1,Active,2,2/15/2025,Delayed,0.6938806130103954
C1727,Male,Adult,Multan,8/26/2023,O5727,2023-09-05,Burger King,Fries,Dessert,3,465.28,Wallet,4,2025-06-06,71,Active,4,6/15/2025,Delivered,0.2607651912978244
C2154,Male,Teenager,Peshawar,11/13/2024,O6154,2023-09-05,Pizza Hut,Pizza,Continental,3,141.58,Wallet,30,2024-09-05,363,Active,2,4/27/2025,Delivered,0.0294930875576037
C6419,Female,Senior,Peshawar,4/12/2025,O10419,2023-09-05,Pizza Hut,Pizza,Continental,5,699.7,Cash,20,2024-09-16,183,Active,3,7/24/2025,Delivered,0.4282499196227628
C6318,Male,Teenager,Islamabad,1/17/2025,O10318,2023-09-06,McDonald's,Sandwich,Continental,3,1428.01,Cash,50,2024-10-10,185,Active,4,5/21/2025,Cancelled,0.948601436073304
C5633,Other,Adult,Lahore,5/20/2025,O9633,2023-09-06,KFC,Fries,Italian,5,218.68,Wallet,26,2024-12-07,249,Active,4,3/10/2025,Delivered,0.08457828742900012
C5834,Other,Adult,Multan,10/6/2023,O9834,2023-09-06,Pizza Hut,Burger,Dessert,4,395.88,Card,37,2024-11-11,113,Inactive,3,4/16/2025,Delayed,0.21118136677026397
C1356,Female,Teenager,Islamabad,10/13/2024,O5356,2023-09-06,Burger King,Sandwich,Dessert,2,235.82,Wallet,28,2025-08-16,452,Inactive,1,8/25/2024,Delayed,0.09682420605151287
C6282,Female,Senior,Lahore,3/18/2024,O10282,2023-09-06,KFC,Sandwich,Italian,5,626.86,Card,47,2025-03-28,117,Inactive,4,3/21/2025,Delayed,0.3762083377987354
C3241,Other,Adult,Peshawar,8/10/2025,O7241,2023-09-06,McDonald's,Fries,Dessert,3,667.31,Cash,22,2024-12-29,375,Active,3,9/15/2024,Delivered,0.4051084199621333
C4303,Male,Adult,Multan,12/18/2024,O8303,2023-09-06,KFC,Sandwich,Dessert,2,893.55,Cash,17,2024-10-21,497,Inactive,3,11/20/2024,Delayed,0.5667488300646589
C6640,Female,Adult,Karachi,1/31/2025,O10640,2023-09-06,Subway,Pasta,Italian,1,368.03,Cash,25,2024-12-19,83,Inactive,4,12/21/2024,Delayed,0.19128353516950666
C1410,Male,Teenager,Karachi,4/6/2025,O5410,2023-09-07,KFC,Fries,Fast Food,1,708.22,Cash,39,2025-01-19,441,Active,5,9/12/2024,Delayed,0.43433715571750076
C2514,Male,Teenager,Multan,8/10/2024,O6514,2023-09-07,Burger King,Burger,Fast Food,3,892.81,Cash,25,2025-07-02,335,Inactive,4,2/20/2025,Cancelled,0.5662201264601864
C5399,Other,Teenager,Lahore,4/12/2024,O9399,2023-09-07,Burger King,Burger,Continental,4,1043.78,Card,6,2025-04-15,114,Active,2,6/5/2025,Delayed,0.6740828064158896
C5621,Other,Senior,Islamabad,5/28/2025,O9621,2023-09-07,Burger King,Fries,Italian,5,162.05,Wallet,27,2025-01-24,271,Inactive,2,6/9/2025,Cancelled,0.04411817240024293
C2832,Other,Teenager,Peshawar,7/3/2024,O6832,2023-09-07,McDonald's,Pasta,Italian,4,792.08,Card,19,2024-09-21,296,Inactive,4,9/13/2024,Delivered,0.49425213446218697
C6876,Female,Teenager,Islamabad,2/6/2025,O10876,2023-09-07,KFC,Pasta,Dessert,5,1356.66,Card,30,2024-11-13,470,Inactive,4,11/7/2024,Cancelled,0.8976244061015254
C1577,Male,Senior,Karachi,8/19/2024,O5577,2023-09-07,KFC,Pizza,Italian,1,820.53,Card,18,2025-05-24,402,Inactive,1,8/21/2025,Delivered,0.5145786446611652
C5668,Female,Adult,Multan,6/27/2025,O9668,2023-09-07,KFC,Burger,Fast Food,2,1115.36,Card,9,2024-10-20,294,Active,2,4/30/2025,Delayed,0.7252241631836529
C1370,Male,Senior,Lahore,4/27/2025,O5370,2023-09-07,KFC,Pasta,Chinese,3,1186.98,Card,11,2025-04-12,134,Inactive,2,7/8/2025,Cancelled,0.7763940985246311
C5722,Male,Teenager,Multan,6/26/2025,O9722,2023-09-07,Burger King,Fries,Continental,2,1215.67,Wallet,8,2025-06-29,186,Inactive,4,12/27/2024,Delivered,0.7968920801628978
C6273,Male,Teenager,Peshawar,5/17/2025,O10273,2023-09-07,Burger King,Pizza,Chinese,2,614.0,Card,21,2025-03-05,52,Active,3,11/5/2024,Cancelled,0.367020326510199
C3949,Male,Adult,Peshawar,10/18/2024,O7949,2023-09-08,Burger King,Sandwich,Chinese,2,212.59,Cash,26,2025-06-26,302,Active,1,9/20/2024,Delivered,0.08022719965705713
C1847,Male,Senior,Lahore,3/1/2024,O5847,2023-09-08,Subway,Fries,Continental,3,1097.28,Card,20,2024-09-22,22,Active,5,11/30/2024,Delayed,0.712306648090594
C6999,Female,Adult,Multan,5/16/2024,O10999,2023-09-08,Subway,Sandwich,Continental,2,1033.59,Card,1,2025-01-16,255,Active,1,10/6/2024,Delayed,0.6668024148894365
C3717,Female,Senior,Islamabad,7/1/2024,O7717,2023-09-09,Burger King,Burger,Fast Food,4,466.04,Cash,27,2024-09-25,169,Inactive,1,4/10/2025,Cancelled,0.26130818418890434
C6796,Other,Teenager,Lahore,2/27/2024,O10796,2023-09-09,KFC,Burger,Chinese,2,724.91,Cash,18,2024-12-04,438,Inactive,4,3/23/2025,Cancelled,0.44626156539134776
C1799,Male,Adult,Multan,2/22/2025,O5799,2023-09-09,Burger King,Burger,Fast Food,3,1128.96,Card,12,2025-08-17,487,Active,3,5/13/2025,Cancelled,0.734940878076662
C3815,Male,Teenager,Karachi,4/7/2025,O7815,2023-09-09,Pizza Hut,Fries,Italian,5,122.84,Cash,43,2025-05-24,104,Active,5,3/29/2025,Delivered,0.016104026006501626
